Latitude, Longitude, Distance from origin when error introduced exceeds 10 metres 
37.983917, 23.72935989999996,18.823326805947694
39.90403, 116.40752599999996,16.651248694027508
30.0444196, 31.23571160000006,22.285233999607804
50.1109221, 8.682126700000026,15.721191819303455
22.396428, 114.1094970000,21.583749446189152
38.7222524, -9.139336599999979,16.341101461248154
51.5073509, -0.12775829999998223,15.409619108593903
40.4167754, -3.7037901999999576,11.340271783112673
-37.814107, 144.96327999999994,18.89248312184275
55.755826, 37.6173,13.54972031223684
19.0759837, 72.87765590000004,27.451066854322868
28.635308, 77.22496000000001,20.696129175301223
48.856614, 2.3522219000000177,18.06255725823157
-22.9082998, -43.19707729999999,24.307183964409386
41.8723889, 12.48018019999995,15.009338158639117
31.230416, 121.473701,18.939654348771775
35.696111, 51.423055999999974,19.592822190231615
35.6894875, 139.69170639999993,17.578682517138564
48.2081743, 16.37381890000006,17.426073301473203
47.3686498, 8.539182500000,16.454674637160203
